ID,Imported table,Title (from Imported table),DOI (from Imported table),Mosquito species,Mosquito subsp,Mosquito origin (country),Virus,Virus strain,DENV serotype,Notes,Attachments,Status
783,"""Reisen, WK; Fang, Y; Martinez, VM""",Avian host and mosquito (Diptera : Culicidae) vector competence determine the efficiency of west nile and St. Louis encephalitis virus transmission,10.1603/0022-2585(2005)042[0367:AHAMDC]2.0.CO;2,Culex quinquefasciatus,,United States,Saint Louis encephalitis virus,Kern217,,,,
782,"""Reisen, WK; Fang, Y; Martinez, VM""",Avian host and mosquito (Diptera : Culicidae) vector competence determine the efficiency of west nile and St. Louis encephalitis virus transmission,10.1603/0022-2585(2005)042[0367:AHAMDC]2.0.CO;2,Culex quinquefasciatus,,United States,West Nile virus, strain 35211 AAF 9/23/99,,,,
784,"""Bryant, JE; Vasconcelos, PFC; Rijnbrand, RCA; Mutebi, JP; Higgs, SIH; Barrett, ADT""",Size heterogeneity in the 3' noncoding region of south American isolates of yellow fever virus,10.1128/JVI.79.6.3807-3821.2005,Aedes aegypti,,United States,Yellow fever virus,Asibi,,,,
785,"""Bryant, JE; Vasconcelos, PFC; Rijnbrand, RCA; Mutebi, JP; Higgs, SIH; Barrett, ADT""",Size heterogeneity in the 3' noncoding region of south American isolates of yellow fever virus,10.1128/JVI.79.6.3807-3821.2005,Aedes aegypti,,United States,Yellow fever virus,Vaccine strain,,,,
786,"""Bryant, JE; Vasconcelos, PFC; Rijnbrand, RCA; Mutebi, JP; Higgs, SIH; Barrett, ADT""",Size heterogeneity in the 3' noncoding region of south American isolates of yellow fever virus,10.1128/JVI.79.6.3807-3821.2005,Aedes aegypti,,United States,Yellow fever virus,BeAN 510268,,,,
787,"""Bryant, JE; Vasconcelos, PFC; Rijnbrand, RCA; Mutebi, JP; Higgs, SIH; Barrett, ADT""",Size heterogeneity in the 3' noncoding region of south American isolates of yellow fever virus,10.1128/JVI.79.6.3807-3821.2005,Aedes aegypti,,United States,Yellow fever virus,BeAR 513292,,,,
790,"""Tiawsirisup, S; Platt, KB; Evans, RB; Rowley, WA""","A comparision of West Nile virus transmission by Ochlerotatus trivittatus (COQ.), Culex pipiens (L.), and Aedes albopictus (Skuse)",10.1089/vbz.2005.5.40,Culex pipiens,,United States,West Nile virus,NY 1999–crow,,,,
789,"""Tiawsirisup, S; Platt, KB; Evans, RB; Rowley, WA""","A comparision of West Nile virus transmission by Ochlerotatus trivittatus (COQ.), Culex pipiens (L.), and Aedes albopictus (Skuse)",10.1089/vbz.2005.5.40,Aedes albopictus,,United States,West Nile virus,NY 1999–crow,,,,
788,"""Tiawsirisup, S; Platt, KB; Evans, RB; Rowley, WA""","A comparision of West Nile virus transmission by Ochlerotatus trivittatus (COQ.), Culex pipiens (L.), and Aedes albopictus (Skuse)",10.1089/vbz.2005.5.40,Ochlerotatus trivittatus,,United States,West Nile virus,NY 1999–crow,,,,
791,"""Turell, MJ; Dohm, DJ; Sardelis, MR; O Guinn, ML; Andreadis, TG; Blow, JA""",An update on the potential of North American mosquitoes (Diptera : Culicidae) to transmit West Nile virus,10.1603/0022-2585(2005)042[0057:AUOTPO]2.0.CO;2,Aedes vexans,,United States,West Nile virus,crow 397-99,,,,
792,"""Turell, MJ; Dohm, DJ; Sardelis, MR; O Guinn, ML; Andreadis, TG; Blow, JA""",An update on the potential of North American mosquitoes (Diptera : Culicidae) to transmit West Nile virus,10.1603/0022-2585(2005)042[0057:AUOTPO]2.0.CO;2,Culiseta melanura,,United States,West Nile virus,crow 397-99,,,,
793,"""Turell, MJ; Dohm, DJ; Sardelis, MR; O Guinn, ML; Andreadis, TG; Blow, JA""",An update on the potential of North American mosquitoes (Diptera : Culicidae) to transmit West Nile virus,10.1603/0022-2585(2005)042[0057:AUOTPO]2.0.CO;2,Ochlerotatus canadensis,,United States,West Nile virus,crow 397-99,,,,
794,"""Turell, MJ; Dohm, DJ; Sardelis, MR; O Guinn, ML; Andreadis, TG; Blow, JA""",An update on the potential of North American mosquitoes (Diptera : Culicidae) to transmit West Nile virus,10.1603/0022-2585(2005)042[0057:AUOTPO]2.0.CO;2,Ochlerotatus cantator,,United States,West Nile virus,crow 397-99,,,,
795,"""Turell, MJ; Dohm, DJ; Sardelis, MR; O Guinn, ML; Andreadis, TG; Blow, JA""",An update on the potential of North American mosquitoes (Diptera : Culicidae) to transmit West Nile virus,10.1603/0022-2585(2005)042[0057:AUOTPO]2.0.CO;2,Ochlerotatus triseriatus,,United States,West Nile virus,crow 397-99,,,,
796,"""Turell, MJ; Dohm, DJ; Sardelis, MR; O Guinn, ML; Andreadis, TG; Blow, JA""",An update on the potential of North American mosquitoes (Diptera : Culicidae) to transmit West Nile virus,10.1603/0022-2585(2005)042[0057:AUOTPO]2.0.CO;2,Psorophora ferox,,United States,West Nile virus,crow 397-99,,,,
803,"""Ortiz, DI; Weaver, SC""",Susceptibility of Ochlerotatus taeniorhynchus (Diptera : Culicidae) to infection with epizootic (subtype IC) and enzootic (subtype ID) Venezuelan equine encephalitis viruses: Evidence for epizootic strain adaptation,10.1603/0022-2585-41.5.987,Ochlerotatus taeniorhynchus,,United States,Venezuelan equine encephalitis virus,ZPC738 (ID),,,,
804,"""Ortiz, DI; Weaver, SC""",Susceptibility of Ochlerotatus taeniorhynchus (Diptera : Culicidae) to infection with epizootic (subtype IC) and enzootic (subtype ID) Venezuelan equine encephalitis viruses: Evidence for epizootic strain adaptation,10.1603/0022-2585-41.5.987,Ochlerotatus taeniorhynchus,,United States,Venezuelan equine encephalitis virus,66637 (ID),,,,
805,"""Ortiz, DI; Weaver, SC""",Susceptibility of Ochlerotatus taeniorhynchus (Diptera : Culicidae) to infection with epizootic (subtype IC) and enzootic (subtype ID) Venezuelan equine encephalitis viruses: Evidence for epizootic strain adaptation,10.1603/0022-2585-41.5.987,Ochlerotatus taeniorhynchus,,United States,Venezuelan equine encephalitis virus,243937 (IC),,,,
807,"""Ortiz, DI; Weaver, SC""",Susceptibility of Ochlerotatus taeniorhynchus (Diptera : Culicidae) to infection with epizootic (subtype IC) and enzootic (subtype ID) Venezuelan equine encephalitis viruses: Evidence for epizootic strain adaptation,10.1603/0022-2585-41.5.987,Ochlerotatus taeniorhynchus,,United States,Venezuelan equine encephalitis virus,V198 (IC),,,,
806,"""Ortiz, DI; Weaver, SC""",Susceptibility of Ochlerotatus taeniorhynchus (Diptera : Culicidae) to infection with epizootic (subtype IC) and enzootic (subtype ID) Venezuelan equine encephalitis viruses: Evidence for epizootic strain adaptation,10.1603/0022-2585-41.5.987,Ochlerotatus taeniorhynchus,,United States,Venezuelan equine encephalitis virus,SH3 (IC),,,,
809,"""Tiawsirisup, S; Platt, KB; Evans, RB; Rowley, WA""","Susceptibility of Ochlerotatus trivittatus (Coq.), Aedes albopictus (Skuse), and Culex pipiens (L.) to West Nile virus infection",,Ochlerotatus trivittatus,,United States,West Nile virus,NY 1999–crow,,,,
808,"""Ortiz, DI; Weaver, SC""",Susceptibility of Ochlerotatus taeniorhynchus (Diptera : Culicidae) to infection with epizootic (subtype IC) and enzootic (subtype ID) Venezuelan equine encephalitis viruses: Evidence for epizootic strain adaptation,10.1603/0022-2585-41.5.987,Ochlerotatus taeniorhynchus,,United States,Venezuelan equine encephalitis virus,3908 (IC),,,,
810,"""Tiawsirisup, S; Platt, KB; Evans, RB; Rowley, WA""","Susceptibility of Ochlerotatus trivittatus (Coq.), Aedes albopictus (Skuse), and Culex pipiens (L.) to West Nile virus infection",,Aedes albopictus,,United States,West Nile virus,NY 1999–crow,,,,
811,"""Tiawsirisup, S; Platt, KB; Evans, RB; Rowley, WA""","Susceptibility of Ochlerotatus trivittatus (Coq.), Aedes albopictus (Skuse), and Culex pipiens (L.) to West Nile virus infection",,Culex pipiens,,United States,West Nile virus,NY 1999–crow,,,,
816,"""Sardelis, MR; Turell, MJ; Andre, RG""",Experimental transmission of St. Louis encephalitis virus by Ochlerotatus j. japonicus,,Ochlerotatus japonicus,japonicus,United States,Saint Louis encephalitis virus,TBH-28,,,,
814,"""Sardelis, MR; Turell, MJ; Andre, RG""",Experimental transmission of St. Louis encephalitis virus by Ochlerotatus j. japonicus,,Ochlerotatus japonicus,japonicus,United States,Saint Louis encephalitis virus,FTWASH,,,,
815,"""Sardelis, MR; Turell, MJ; Andre, RG""",Experimental transmission of St. Louis encephalitis virus by Ochlerotatus j. japonicus,,Culex pipiens,,United States,Saint Louis encephalitis virus,FTWASH,,,,
817,"""Sardelis, MR; Turell, MJ; Andre, RG""",Experimental transmission of St. Louis encephalitis virus by Ochlerotatus j. japonicus,,Culex pipiens,,United States,Saint Louis encephalitis virus,TBH-28,,,,
869,"""Vazeille, M; Rosen, L; Mousson, L; Failloux, AB""",Low oral receptivity for dengue type 2 viruses of Aedes albopictus from southeast Asia compared with that of Aedes aegypti,10.4269/ajtmh.2003.68.203,Aedes albopictus,,United States,Dengue virus,DENV-2 (Bangkok virus strain),DENV-2,,,
871,"""Vazeille, M; Rosen, L; Mousson, L; Failloux, AB""",Low oral receptivity for dengue type 2 viruses of Aedes albopictus from southeast Asia compared with that of Aedes aegypti,10.4269/ajtmh.2003.68.203,Aedes albopictus,,United States,Dengue virus,DENV-2 (Seychelles virus),DENV-2,,,
873,"""Vazeille, M; Rosen, L; Mousson, L; Failloux, AB""",Low oral receptivity for dengue type 2 viruses of Aedes albopictus from southeast Asia compared with that of Aedes aegypti,10.4269/ajtmh.2003.68.203,Aedes albopictus,,United States,Dengue virus,DENV-2 (Cambodia strain),DENV-2,,,
880,"""Goddard, LB; Roth, AE; Reisen, WK; Scott, TW""",Vector competence of California mosquitoes for West Nile Virus,10.3201/eid0812.020536,Culex tarsalis,,United States,West Nile virus,35211 AAF 9/23/99,,,,
882,"""Goddard, LB; Roth, AE; Reisen, WK; Scott, TW""",Vector competence of California mosquitoes for West Nile Virus,10.3201/eid0812.020536,Culex pipiens,pipiens,United States,West Nile virus,35211 AAF 9/23/99,,,,
881,"""Goddard, LB; Roth, AE; Reisen, WK; Scott, TW""",Vector competence of California mosquitoes for West Nile Virus,10.3201/eid0812.020536,Culex quinquefasciatus,,United States,West Nile virus,35211 AAF 9/23/99,,,,
883,"""Goddard, LB; Roth, AE; Reisen, WK; Scott, TW""",Vector competence of California mosquitoes for West Nile Virus,10.3201/eid0812.020536,Culex stigmatosoma,,United States,West Nile virus,35211 AAF 9/23/99,,,,
884,"""Goddard, LB; Roth, AE; Reisen, WK; Scott, TW""",Vector competence of California mosquitoes for West Nile Virus,10.3201/eid0812.020536,Culex erythrothorax,,United States,West Nile virus,35211 AAF 9/23/99,,,,
887,"""Goddard, LB; Roth, AE; Reisen, WK; Scott, TW""",Vector competence of California mosquitoes for West Nile Virus,10.3201/eid0812.020536,Ochlerotatus sierrensis,,United States,West Nile virus,35211 AAF 9/23/99,,,,
885,"""Goddard, LB; Roth, AE; Reisen, WK; Scott, TW""",Vector competence of California mosquitoes for West Nile Virus,10.3201/eid0812.020536,Ochlerotatus dorsalis,,United States,West Nile virus,35211 AAF 9/23/99,,,,
886,"""Goddard, LB; Roth, AE; Reisen, WK; Scott, TW""",Vector competence of California mosquitoes for West Nile Virus,10.3201/eid0812.020536,Ochlerotatus melanimon,,United States,West Nile virus,35211 AAF 9/23/99,,,,
888,"""Goddard, LB; Roth, AE; Reisen, WK; Scott, TW""",Vector competence of California mosquitoes for West Nile Virus,10.3201/eid0812.020536,Aedes vexans,,United States,West Nile virus,35211 AAF 9/23/99,,,,
889,"""Goddard, LB; Roth, AE; Reisen, WK; Scott, TW""",Vector competence of California mosquitoes for West Nile Virus,10.3201/eid0812.020536,Culiseta inornata,,United States,West Nile virus,35211 AAF 9/23/99,,,,
890,"""Sardelis, MR; Turell, MJ; O'Guinn, ML; Andre, RG; Roberts, DR""",Vector competence of three North American strains of Aedes albopictus for West Nile virus,,Aedes albopictus,,United States,West Nile virus,crow 397-99,,,,
894,"""Jeffery, JA; Ryan, PA; Lyons, SA; Kay, BH""",Vector competence of Coquillettidia linealis (Skuse) (Diptera : Culicidae) for Ross River and Barmah Forest viruses,10.1046/j.1440-6055.2002.00316.x,Coquillettidia linealis,,United States,Barmah Forest virus,BF1611 strain,,,,
893,"""Jeffery, JA; Ryan, PA; Lyons, SA; Kay, BH""",Vector competence of Coquillettidia linealis (Skuse) (Diptera : Culicidae) for Ross River and Barmah Forest viruses,10.1046/j.1440-6055.2002.00316.x,Coquillettidia linealis,,United States,Ross River virus,B94/20 strain,,,,
895,"""Jupp, PG; Kemp, A""",Laboratory vector competence experiments with yellow fever virus and five South African mosquito species including Aedes aegypti,10.1016/S0035-9203(02)90417-7,Aedes aegypti,,United States,Yellow fever virus,"Nigerian Asibi strain (BA55, TVPl617)",,,,
896,"""Jupp, PG; Kemp, A""",Laboratory vector competence experiments with yellow fever virus and five South African mosquito species including Aedes aegypti,10.1016/S0035-9203(02)90417-7,Aedes aegypti,,United States,Yellow fever virus,Kenyan strain (BC7914) ,,,,
898,"""Sardelis, MR; Turell, MJ; Andre, ARG""",Laboratory transmission of La Crosse virus by Ochlerotatus j. japonicus (Diptera : Culicidae),10.1603/0022-2585-39.4.635,Ochlerotatus japonicus,,United States,La Crosse virus,strain 2-3-95,,,,
897,"""Turell, MJ; O'Guinn, ML; Dohm, DJ; Webb, JP; Sardelis, MR""","Vector Competence of Culex tarsalis from Orange County, California, for West Nile Virus",10.1089/15303660260613756,Culex tarsalis,,United States,West Nile virus,crow 397-99,,,,
899,"""Sardelis, MR; Turell, MJ; Andre, ARG""",Laboratory transmission of La Crosse virus by Ochlerotatus j. japonicus (Diptera : Culicidae),10.1603/0022-2585-39.4.635,Ochlerotatus triseriatus,,United States,La Crosse virus,strain 2-3-95,,,,
900,"""Sardelis, MR; Turell, MJ; Andre, ARG""",Laboratory transmission of La Crosse virus by Ochlerotatus j. japonicus (Diptera : Culicidae),10.1603/0022-2585-39.4.635,Ochlerotatus japonicus,,United States,La Crosse virus, 97WV-131,,,,
901,"""Sardelis, MR; Turell, MJ; Andre, ARG""",Laboratory transmission of La Crosse virus by Ochlerotatus j. japonicus (Diptera : Culicidae),10.1603/0022-2585-39.4.635,Ochlerotatus triseriatus,,United States,La Crosse virus, 97WV-131,,,,
902,"""Dohm, DJ; Sardelis, MR; Turell, MJ""",Experimental vertical transmission of West Nile virus by Culex pipiens (Diptera : Culicidae),10.1603/0022-2585-39.4.640,Culex pipiens,,United States,West Nile virus,crow 397-99,,,,
903,"""Dohm, DJ; Sardelis, MR; Turell, MJ""",Experimental vertical transmission of West Nile virus by Culex pipiens (Diptera : Culicidae),10.1603/0022-2585-39.4.640,Aedes albopictus,,United States,West Nile virus,crow 397-99,,,,
905,"""Sardelis, MR; Dohm, DJ; Pagac, B; Andre, RG; Turell, MJ""",Experimental transmission of eastern equine encephalitis virus by Ochlerotatus j. japonicus (Diptera : Culicidae),10.1603/0022-2585-39.3.480,Ochlerotatus japonicus,,United States,Eastern equine encephalitis virus,MA92Ð1406,,,,
907,"""Sardelis, MR; Dohm, DJ; Pagac, B; Andre, RG; Turell, MJ""",Experimental transmission of eastern equine encephalitis virus by Ochlerotatus j. japonicus (Diptera : Culicidae),10.1603/0022-2585-39.3.480,Culex pipiens,,United States,Eastern equine encephalitis virus,MA92Ð1406,,,,
906,"""Sardelis, MR; Dohm, DJ; Pagac, B; Andre, RG; Turell, MJ""",Experimental transmission of eastern equine encephalitis virus by Ochlerotatus j. japonicus (Diptera : Culicidae),10.1603/0022-2585-39.3.480,Aedes albopictus,,United States,Eastern equine encephalitis virus,MA92Ð1406,,,,
908,"""Sardelis, MR; Turell, MJ; Dohm, DJ; O'Guinn, ML""",Vector competence of selected North American Culex and Coquillettidia mosquitoes for West Nile virus,10.3201/eid0706.010617,Culex nigripalpus,,United States,West Nile virus,crow 397-99,,,,
909,"""Sardelis, MR; Turell, MJ; Dohm, DJ; O'Guinn, ML""",Vector competence of selected North American Culex and Coquillettidia mosquitoes for West Nile virus,10.3201/eid0706.010617,Culex quinquefasciatus,,United States,West Nile virus,crow 397-99,,,,
910,"""Sardelis, MR; Turell, MJ; Dohm, DJ; O'Guinn, ML""",Vector competence of selected North American Culex and Coquillettidia mosquitoes for West Nile virus,10.3201/eid0706.010617,Culex restuans,,United States,West Nile virus,crow 397-99,,,,
911,"""Sardelis, MR; Turell, MJ; Dohm, DJ; O'Guinn, ML""",Vector competence of selected North American Culex and Coquillettidia mosquitoes for West Nile virus,10.3201/eid0706.010617,Culex salinarius,,United States,West Nile virus,crow 397-99,,,,
912,"""Sardelis, MR; Turell, MJ; Dohm, DJ; O'Guinn, ML""",Vector competence of selected North American Culex and Coquillettidia mosquitoes for West Nile virus,10.3201/eid0706.010617,Coquillettidia perturbans,,United States,West Nile virus,crow 397-99,,,,
913,"""Armstrong, PM; Rico-Hesse, R""",Differential Susceptibility of Aedes aegypti to Infection by the American and Southeast Asian Genotypes of Dengue Type 2 Virus,10.1089/153036601316977769,Aedes aegypti,,United States,Dengue virus,DENV-2 (Mara3),DENV-2,,,
915,"""Armstrong, PM; Rico-Hesse, R""",Differential Susceptibility of Aedes aegypti to Infection by the American and Southeast Asian Genotypes of Dengue Type 2 Virus,10.1089/153036601316977769,Aedes aegypti,,United States,Dengue virus,DENV-2 (102954),DENV-2,,,
917,"""Armstrong, PM; Rico-Hesse, R""",Differential Susceptibility of Aedes aegypti to Infection by the American and Southeast Asian Genotypes of Dengue Type 2 Virus,10.1089/153036601316977769,Aedes aegypti,,United States,Dengue virus,DENV-2 (K0049),DENV-2,,,
919,"""Armstrong, PM; Rico-Hesse, R""",Differential Susceptibility of Aedes aegypti to Infection by the American and Southeast Asian Genotypes of Dengue Type 2 Virus,10.1089/153036601316977769,Aedes aegypti,,United States,Dengue virus,DENV-2 (Ven2),DENV-2,,,
921,"""Armstrong, PM; Rico-Hesse, R""",Differential Susceptibility of Aedes aegypti to Infection by the American and Southeast Asian Genotypes of Dengue Type 2 Virus,10.1089/153036601316977769,Aedes aegypti,,United States,Dengue virus,DENV-2 (131),DENV-2,,,
923,"""Armstrong, PM; Rico-Hesse, R""",Differential Susceptibility of Aedes aegypti to Infection by the American and Southeast Asian Genotypes of Dengue Type 2 Virus,10.1089/153036601316977769,Aedes aegypti,,United States,Dengue virus,DENV-2 (IQT2913),DENV-2,,,
925,"""Turell, MJ; O'Guinn, ML; Dohm, DJ; Jones, JW""",Vector competence of North American mosquitoes (Diptera : Culicidae) for West Nile virus,10.1603/0022-2585-38.2.130,Aedes aegypti,,United States,West Nile virus,crow 397-99,,,,
926,"""Turell, MJ; O'Guinn, ML; Dohm, DJ; Jones, JW""",Vector competence of North American mosquitoes (Diptera : Culicidae) for West Nile virus,10.1603/0022-2585-38.2.130,Aedes albopictus,,United States,West Nile virus,crow 397-99,,,,
927,"""Turell, MJ; O'Guinn, ML; Dohm, DJ; Jones, JW""",Vector competence of North American mosquitoes (Diptera : Culicidae) for West Nile virus,10.1603/0022-2585-38.2.130,Aedes atropalpus,,United States,West Nile virus,crow 397-99,,,,
